Session Associated Time;Session Duration;Client MAC Address;Host Name;Device;OS Type;Upstream Transferred (Bytes);Downstream Transferred (Bytes);Connected AP Name
18/10/2016 18:50;797 332,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;27 757,00;86 580,00;LOGES-5CD_AP2
18/10/2016 16:10;224 442,00;4c:66:41:03:94:32;Unknown;Unknown;Android;32 877,00;18 005,00;LOGES-3CD_AP6
18/10/2016 15:04;129 923,00;10:30:47:e1:31:37;android-b4748a8280d91b1f;Samsung;Android;5 781,00;27 870,00;LOGES-3CD_AP1
18/10/2016 18:21;10 849,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;416,00;392,00;COULOIR-4CD_AP2
18/10/2016 15:38;169 680,00;4c:66:41:03:94:32;Unknown;Unknown;Android;95 026,00;79 852,00;LOGES-3CD_AP4
18/10/2016 19:26;64 574,00;b8:53:ac:08:42:bc;iPhone-107;Unknown;iOS;122 950,00;438 480,00;COULOIR-3CD_AP
18/10/2016 16:25;33 327,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;1 209,00;1 728,00;SALON-1D_AP2
18/10/2016 17:23;5 847,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;416,00;346,00;COULOIR-3CD_AP
18/10/2016 18:16;304 939,00;ac:5f:3e:29:4e:3a;Samsung-Galaxy-S7;Unknown;Android;9 228,00;6 218,00;COULOIR-4CD_AP2
18/10/2016 18:35;12 311,00;70:48:0f:65:50:b9;Unknown;Apple;iOS;220,00;254,00;LOGES-4CD_AP3
18/10/2016 20:56;6 342,00;c8:85:50:6f:85:32;Unknown;Apple;iOS;2 277,00;2 367,00;SALON-6C_AP2
18/10/2016 20:56;15 857,00;60:a3:7d:c7:7a:48;iPhonedcendlak2;Unknown;iOS;220,00;409,00;LOGES-3CD_AP4
18/10/2016 16:54;771 158,00;00:ae:fa:56:4c:66;Galaxy-S6;Murata;Android;8 699,00;7 259,00;LOGES-4CD_AP3
18/10/2016 15:56;4 806,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;220,00;254,00;SALON-4D_AP1
18/10/2016 20:04;950,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;248,00;300,00;SALON-2C_AP3
18/10/2016 17:31;473 929,00;cc:25:ef:56:cd:35;iPhone-J-Lpfr;Apple;iOS;39 673,00;51 280,00;LOGES-2D_AP
18/10/2016 15:00;17 633,00;74:1b:b2:62:46:ab;iPhonedAnneDodo;Apple;iOS;220,00;254,00;COULOIR-4CD_AP2
18/10/2016 20:32;4 107,00;b8:53:ac:c1:4a:87;ColinTrasiPhone;Unknown;iOS;8 771,00;12 982,00;LOGES-5CD_AP3
18/10/2016 17:52;115 932,00;b4:8b:19:24:86:58;iPhonedEmmanuel;Unknown;iOS;6 034,00;12 681,00;PORTE-35_AP1
18/10/2016 19:14;80 199,00;ec:1f:72:33:ac:de;android-7c5735e1bd4a984a;Samsung;Android;97 574,00;168 196,00;LOGES-5CD_AP1
18/10/2016 18:00;131 594,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;428,00;12 756,00;SALON-1D_AP4
18/10/2016 17:26;11 240,00;60:f1:89:4b:41:e9;android-9438134929177913;Murata;Android;1 820,00;1 228,00;SALON-2C_AP3
18/10/2016 20:04;17 089,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;344,00;448,00;SALON-1D_AP1
18/10/2016 19:56;117 110,00;d0:33:11:42:6c:83;iPhone-R1;Apple;iOS;248,00;300,00;SALON-5D_AP2
18/10/2016 18:28;3 587 377,00;00:ae:fa:56:4c:66;Galaxy-S6;Murata;Android;137 813,00;257 410,00;LOGES-4CD_AP3
18/10/2016 15:02;14 936,00;10:30:47:e1:31:37;android-b4748a8280d91b1f;Samsung;Android;484,00;1 708,00;COULOIR-4CD_AP1
18/10/2016 17:53;452 391,00;bc:3b:af:68:ce:20;iPhonedeTaupeau;Apple;iOS;109 766,00;147 161,00;LOGES-3CD_AP2
18/10/2016 11:05;23 587,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;7 584,00;18 213,00;LOGES-5CD_AP3
18/10/2016 17:04;6 006,00;6c:8d:c1:76:51:4e;DaniellesiPhone;Unknown;iOS;726,00;594,00;SALON-1D_AP4
18/10/2016 21:03;140 631,00;b8:53:ac:48:b2:db;Unknown;Unknown;iOS;12 751,00;1 428,00;LOGES-4CD_AP4
18/10/2016 18:34;8 759,00;6c:72:e7:88:d3:d0;iPhonedsleportz;Apple;iOS;20 874,00;12 916,00;SALON-4D_AP1
18/10/2016 19:59;57 797,00;6c:72:e7:88:d3:d0;iPhonedsleportz;Apple;iOS;14 117 020,00;244 928,00;SALON-4D_AP1
18/10/2016 17:26;152 258,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;1 036,00;392,00;LOGES-5CD_AP1
18/10/2016 19:44;83 974,00;b8:53:ac:08:42:bc;iPhone-107;Unknown;iOS;413 209,00;12 586 669,00;LOGES-3CD_AP1
18/10/2016 18:48;18 515,00;b4:8b:19:0e:e0:74;iPhonedeJulien;Unknown;iOS;220,00;254,00;SALON-1D_AP4
18/10/2016 17:04;5 358,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;449,00;503,00;SALON-2C_AP3
18/10/2016 16:44;15 035,00;90:00:db:32:9a:4f;Unknown;Samsung;Android;1 211,00;882,00;SALON-1D_AP4
18/10/2016 19:41;6 006,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 16:33;511 768,00;b0:47:bf:20:c5:64;Unknown;Samsung;Android;9 171,00;20 671,00;LOGES-3CD_AP2
18/10/2016 19:32;269 155,00;78:31:c1:16:e6:db;Unknown;Apple;iOS;53 315,00;119 656,00;LOGES-5CD_AP1
18/10/2016 17:18;1 483 755,00;b4:8b:19:24:86:58;iPhonedEmmanuel;Unknown;iOS;330 875,00;4 801 394,00;SALON-1D_AP1
18/10/2016 19:55;5 619,00;6c:8d:c1:13:27:13;iPhone;Unknown;iOS;5 781,00;477,00;LOGES-5CD_AP1
18/10/2016 17:30;496 052,00;84:38:38:97:35:d0;android-d76e341a509ec362;Samsung;Android;158 395,00;312 080,00;LOGES-5CD_AP1
18/10/2016 18:51;8 811,00;4c:66:41:03:94:32;Unknown;Unknown;Android;4 933,00;1 176,00;LOGES-3CD_AP6
18/10/2016 15:13;5 516,00;4c:66:41:03:94:32;Unknown;Unknown;Android;4 513,00;1 176,00;LOGES-3CD_AP5
18/10/2016 16:39;33 966,00;4c:66:41:03:94:32;Unknown;Unknown;Android;17 749,00;10 651,00;LOGES-3CD_AP4
18/10/2016 14:13;1 107 660,00;b0:47:bf:20:c5:ba;Unknown;Samsung;Android;25 077,00;29 390,00;LOGES-4CD_AP4
18/10/2016 18:59;1 973,00;4c:66:41:03:94:32;Unknown;Unknown;Android;2 774,00;1 596,00;LOGES-3CD_AP3
18/10/2016 20:20;210 975,00;4c:66:41:8a:11:de;android-447126922393d6d6;Unknown;Android;259 057,00;1 690 626,00;LOGES-5CD_AP2
18/10/2016 17:21;162 785,00;4c:66:41:03:94:32;Unknown;Unknown;Android;15 663,00;7 017,00;LOGES-3CD_AP1
18/10/2016 20:35;201 002,00;38:ca:da:45:e6:13;iPhone-pascal;Unknown;iOS;3 840,00;9 210,00;SALON-1D_AP4
18/10/2016 18:03;49 220,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;495,00;479,00;LOGES-4CD_AP2
18/10/2016 19:08;19 974,00;b4:8b:19:0e:e0:74;iPhonedeJulien;Unknown;iOS;13 058,00;14 457,00;SALON-1D_AP4
18/10/2016 17:30;43 424,00;4c:66:41:03:94:32;Unknown;Unknown;Android;6 125,00;1 628,00;LOGES-3CD_AP5
18/10/2016 18:42;12 931,00;78:7e:61:b2:31:dc;iPhonedfrancois;Apple;iOS;1 778,00;2 089,00;SALON-1D_AP1
18/10/2016 18:45;97 430,00;98:d6:bb:84:88:64;Unknown;Apple;iOS;248,00;38 602,00;LOGES-3CD_AP3
18/10/2016 18:09;16 379,00;e0:b5:2d:79:7e:1b;Unknown;Apple;iOS;248,00;4 800,00;LOGES-5CD_AP2
18/10/2016 18:31;1 773 590,00;60:a3:7d:9d:fd:4f;iPhonedJONATHAN;Unknown;iOS;238 679,00;2 317 966,00;LOGES-3CD_AP1
18/10/2016 16:32;9 825,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;360,00;392,00;LOGES-3CD_AP4
18/10/2016 21:14;8 392,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;248,00;300,00;SALON-4D_AP2
18/10/2016 19:28;117 744,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;1 920,00;970,00;LOGES-5CD_AP2
18/10/2016 21:21;20 769,00;2c:f0:a2:d1:f2:e7;iPhone;Unknown;iOS;7 721,00;1 931,00;PORTE-35_AP1
18/10/2016 15:55;136 732,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;248,00;360,00;SALON-2C_AP1
18/10/2016 13:05;128 042,00;74:1b:b2:62:46:ab;iPhonedAnneDodo;Apple;iOS;3 036,00;6 095,00;MEDIAS-CONF_AP1
18/10/2016 14:45;105 953,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;2 189,00;2 728,00;SALON-1D_AP4
18/10/2016 20:39;15 841,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;1 942,00;3 323,00;SALON-5D_AP1
18/10/2016 17:22;64 755,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;952,00;392,00;LOGES-3CD_AP5
18/10/2016 19:55;18 163,00;80:be:05:5c:af:a9;Unknown;Apple;iOS;14 474,00;8 548,00;LOGES-4CD_AP2
18/10/2016 19:58;134 730,00;cc:f3:a5:7b:9d:de;HP-Elite-x3;Chi Mei Communication Systems, Inc;Windows (Mobile) 8 / Windows (Mobile) 10;3 873,00;8 709,00;LOGES-5CD_AP1
18/10/2016 19:11;126 846,00;60:03:08:46:5b:09;Unknown;Apple;iOS;1 077,00;682,00;LOGES-2D_AP
18/10/2016 10:47;24 211,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;39 154,00;200 499,00;LOGES-5CD_AP3
18/10/2016 16:35;1 508 313,00;cc:25:ef:31:05:56;Unknown;Apple;iOS;1 327 851 954,00;23 280 160,00;SALON-4D_AP1
18/10/2016 20:02;51 097,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;3 106,00;6 650,00;SALON-1D_AP1
18/10/2016 17:32;196 790,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;256 776,00;4 229 453,00;LOGES-3CD_AP5
18/10/2016 14:53;31 847,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;493,00;524,00;SALON-3C_AP1
18/10/2016 18:07;6 009,00;f0:99:bf:2d:24:d5;Unknown;Apple;iOS;726,00;594,00;COULOIR-4CD_AP2
18/10/2016 17:51;157 004,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;5 202,00;26 206,00;SALON-2C_AP1
18/10/2016 16:46;7 882,00;bc:54:36:30:3c:f1;iPhone;Unknown;iOS;1 340,00;346,00;SALON-4D_AP1
18/10/2016 18:08;6 009,00;f0:99:bf:2d:24:d5;Unknown;Apple;iOS;726,00;594,00;COULOIR-4CD_AP2
18/10/2016 17:53;199 666,00;4c:34:88:f9:6a:9b;W-DBESSON;Intel;Windows 7/Vista;9 229,00;10 382,00;PORTE-35_AP1
18/10/2016 17:33;3 314 385,00;e0:b5:2d:ed:c8:f7;IPhoneMvanVeen;Apple;iOS;534 305,00;4 791 830,00;LOGES-4CD_AP2
18/10/2016 10:41;5 359,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 407,00;982,00;LOGES-5CD_AP3
18/10/2016 19:58;830 391,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;23 527,00;69 971,00;LOGES-5CD_AP2
18/10/2016 17:47;30 185,00;b8:53:ac:5d:26:6d;Lauras-iPhone;Unknown;iOS;528,00;484,00;LOGES-5CD_AP1
18/10/2016 17:35;5 896,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;963,00;503,00;LOGES-5CD_AP1
18/10/2016 17:49;289 629,00;38:0b:40:de:0e:8b;Unknown;Samsung;Android;76 364,00;435 727,00;PORTE-35_AP1
18/10/2016 14:51;511 169,00;80:ea:96:d0:26:b2;Unknown;Apple;iOS;61 973,00;6 557,00;SALON-7C_AP
18/10/2016 13:34;8 302,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 830,00;982,00;LOGES-5CD_AP2
18/10/2016 21:35;893 273,00;d0:22:be:f7:7a:41;android-a3918c6117fa382f;Samsung;Android;94 585,00;81 119,00;PORTE-35_AP1
18/10/2016 18:33;92 325,00;18:f6:43:5a:27:0f;iPhone-de-Lolo;Apple;iOS;459,00;599,00;LOGES-3CD_AP1
18/10/2016 19:14;52 057,00;4c:66:41:03:94:32;Unknown;Unknown;Android;28 197,00;8 912,00;LOGES-3CD_AP4
18/10/2016 16:25;6 006,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 18:59;5 222,00;04:d3:cf:e9:bd:b5;Unknown;Unknown;iOS;20 237,00;40 159,00;SALON-2C_AP3
18/10/2016 17:54;44 962,00;38:0b:40:de:0e:8b;Unknown;Samsung;Android;4 493,00;3 065,00;LOGES-5CD_AP1
18/10/2016 19:14;35 710,00;ec:1f:72:33:ac:de;android-7c5735e1bd4a984a;Samsung;Android;138 428,00;198 403,00;LOGES-4CD_AP1
18/10/2016 16:16;27 023,00;b0:9f:ba:c8:aa:11;iPhone;Apple;iOS;220,00;254,00;SALON-5D_AP2
18/10/2016 21:32;25 647,00;90:b9:31:2d:9a:be;Unknown;Apple;iOS;220,00;254,00;COULOIR-3CD_AP
18/10/2016 21:31;148 125,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;940,00;779,00;LOGES-4CD_AP2
18/10/2016 19:47;10 288,00;4c:66:41:03:94:32;Unknown;Unknown;Android;7 133,00;1 767,00;LOGES-3CD_AP2
18/10/2016 14:47;14 330,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;254,00;LOGES-3CD_AP1
18/10/2016 15:26;35 917,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;337,00;COULOIR-4CD_AP1
18/10/2016 15:51;31 085,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;1 308,00;346,00;LOGES-5CD_AP3
18/10/2016 21:17;95 300,00;e8:b4:c8:05:5f:f5;android-ec63fbda869b3aa6;Samsung;Android;22 950,00;72 544,00;LOGES-2D_AP
18/10/2016 20:37;12 481,00;0c:d7:46:95:bb:94;iPhone6plussfdc;Unknown;iOS;10 839,00;196 460,00;LOGES-4CD_AP1
18/10/2016 18:56;387 490,00;48:5a:3f:67:9f:bb;Unknown;WISOL;Android;167 353,00;855 236,00;SALON-2C_AP2
18/10/2016 14:44;15 559,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;254,00;SALON-6C_AP1
18/10/2016 18:20;14 069,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;220,00;254,00;COULOIR-3CD_AP
18/10/2016 14:09;697 153,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;3 238,00;1 321,00;LOGES-5CD_AP3
18/10/2016 15:05;3 122,00;b4:8b:19:0e:e0:74;iPhonedeJulien;Unknown;iOS;868,00;450,00;SALON-1D_AP1
18/10/2016 16:39;596 617,00;6c:8d:c1:1d:e5:8c;Unknown;Unknown;iOS;631 913,00;10 843 459,00;SALON-1D_AP4
18/10/2016 14:34;4 029,00;c0:63:94:3c:e8:3a;iPhonedemelodie;Apple;iOS;220,00;254,00;SALON-2C_AP1
18/10/2016 21:17;7 433,00;8c:8e:f2:cc:18:92;iPhonedoussafir;Unknown;iOS;520,00;352,00;SALON-4D_AP2
18/10/2016 10:36;15 002,00;a4:5e:60:8b:fa:5f;Unknown;Apple;iOS;1 510 996,00;262 763,00;SALON-4D_AP1
18/10/2016 18:54;37 950,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;13 304,00;233 030,00;LOGES-3CD_AP4
18/10/2016 21:21;4 610 925,00;40:33:1a:ce:f2:33;iPhone;Apple;iOS;59 348,00;131 824,00;LOGES 2C_AP
18/10/2016 20:13;11 940,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;220,00;254,00;LOGES-3CD_AP2
18/10/2016 14:09;3 244,00;d8:96:95:27:a1:d9;Unknown;Apple;iOS;15 327,00;508 621,00;SALON-1D_AP4
18/10/2016 19:37;74 934,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;4 276,00;8 700,00;LOGES-5CD_AP2
18/10/2016 17:08;1 573,00;0c:41:3e:cf:1c:c8;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 652,00;1 122,00;SALON-1D_AP2
18/10/2016 19:36;2 171 782,00;60:03:08:46:5b:09;Unknown;Apple;iOS;3 397 777,00;4 764 022,00;LOGES-2D_AP
18/10/2016 10:30;6 076,00;98:fe:94:d2:86:4a;Unknown;Apple;iOS;605,00;693,00;SALON-6C_AP1
18/10/2016 18:24;28 495,00;a0:99:9b:60:b8:ac;Ricos-iPhone;Apple;iOS;8 308,00;450,00;SALON-2C_AP3
18/10/2016 17:31;18 259,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;220,00;254,00;SALON-1D_AP1
18/10/2016 09:32;5 051,00;e0:5f:45:3e:47:bf;Unknown;Unknown;iOS;34 544,00;42 600,00;LOGES-5CD_AP3
18/10/2016 20:09;69 568,00;c8:38:70:7d:b4:17;android-154b456d87fa53a2;Unknown;Android;1 290,00;3 353,00;LOGES 2C_AP
18/10/2016 20:46;16 279,00;4c:66:41:03:94:32;Unknown;Unknown;Android;13 083,00;48 335,00;COULOIR-3CD_AP
18/10/2016 15:02;126 158,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;34 629,00;91 790,00;SALON-4D_AP1
18/10/2016 18:38;21 018,00;60:d9:c7:2f:32:d5;Unknown;Apple;iOS;1 349,00;1 774,00;LOGES-2D_AP
18/10/2016 19:50;192 082,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;11 196,00;14 231,00;LOGES-4CD_AP1
18/10/2016 21:37;57 510,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;992,00;805,00;SALON-6C_AP1
18/10/2016 20:44;10 029,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;770,00;689,00;LOGES-3CD_AP1
18/10/2016 15:10;28 221,00;b4:8b:19:0e:e0:74;iPhonedeJulien;Unknown;iOS;220,00;254,00;SALON-2C_AP1
18/10/2016 18:04;70 739,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;248,00;300,00;COULOIR-3CD_AP
18/10/2016 19:02;101 515,00;60:a3:7d:9d:fd:4f;iPhonedJONATHAN;Unknown;iOS;248,00;300,00;LOGES-3CD_AP1
18/10/2016 11:14;259 428,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;2 490,00;2 166,00;LOGES-5CD_AP3
18/10/2016 17:45;16 203,00;48:5a:3f:10:93:19;android-61a3fce96683b1b6;WISOL;Android;1 264,00;3 260,00;LOGES 2C_AP
18/10/2016 16:50;54 735,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;4 437,00;14 943,00;PORTE-35_AP1
18/10/2016 21:54;15 688,00;60:a3:7d:74:ca:b2;iPhonedeAntoine;Unknown;iOS;1 026,00;938,00;SALON-2C_AP3
18/10/2016 19:41;3 227,00;10:41:7f:30:db:aa;iPhonedlexandra;Apple;iOS;1 020,00;1 258,00;LOGES-5CD_AP1
18/10/2016 18:58;126 439,00;20:a2:e4:79:c8:62;iPhonedineAtlan;Apple;iOS;472,00;392,00;SALON-6C_AP2
18/10/2016 18:34;87 599,00;b4:8b:19:8b:29:c4;Geilis-iPhone;Unknown;iOS;17 738,00;60 010,00;LOGES-2D_AP
18/10/2016 17:53;73 069,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;81 863,00;166 648,00;COULOIR-4CD_AP1
18/10/2016 21:01;30 900,00;6c:8d:c1:1d:e5:8c;Unknown;Unknown;iOS;304,00;392,00;SALON-4D_AP1
18/10/2016 15:07;135 816,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;368,00;1 466,00;LOGES-5CD_AP3
18/10/2016 15:03;6 600,00;4c:66:41:03:94:32;Unknown;Unknown;Android;4 528,00;1 176,00;LOGES-3CD_AP2
18/10/2016 15:41;41 470,00;4c:66:41:03:94:32;Unknown;Unknown;Android;13 951,00;7 517,00;COULOIR-4CD_AP2
18/10/2016 14:22;30 147,00;bc:54:36:30:3c:f1;iPhone;Unknown;iOS;7 063,00;9 077,00;SALON-2C_AP2
18/10/2016 10:31;42 705,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 689,00;1 346,00;LOGES-5CD_AP3
18/10/2016 19:03;12 118,00;48:5a:3f:67:9f:bb;Unknown;WISOL;Android;734,00;956,00;LOGES-2D_AP
18/10/2016 17:56;1 759 542,00;c8:38:70:7d:b4:17;android-154b456d87fa53a2;Unknown;Android;111 249,00;159 168,00;LOGES 2C_AP
18/10/2016 18:45;3 482,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;7 777,00;9 828,00;COULOIR-4CD_AP1
18/10/2016 20:17;17 548,00;28:ed:6a:c6:35:d2;CI-MOBILE;Unknown;iOS;220,00;254,00;LOGES-3CD_AP4
18/10/2016 10:34;380 552,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;6 461,00;6 347,00;LOGES-5CD_AP3
18/10/2016 19:13;1 277 282,00;b4:8b:19:0e:e0:74;iPhonedeJulien;Unknown;iOS;51 953,00;87 101,00;LOGES-2D_AP
18/10/2016 15:33;24 560,00;d8:96:95:27:a1:d9;Unknown;Apple;iOS;220,00;254,00;SALON-1D_AP2
18/10/2016 18:20;9 274,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;220,00;254,00;SALON-2C_AP2
18/10/2016 14:16;126 314,00;10:30:47:e1:31:37;android-b4748a8280d91b1f;Samsung;Android;8 915,00;24 366,00;LOGES-5CD_AP3
18/10/2016 19:25;26 907,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;22 509,00;210 546,00;LOGES-5CD_AP2
18/10/2016 08:56;513 587,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;2 094,00;1 733,00;LOGES-5CD_AP2
18/10/2016 21:29;9 208,00;e0:b5:2d:79:7e:1b;Unknown;Apple;iOS;220,00;254,00;LOGES-4CD_AP3
18/10/2016 15:26;16 339,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;509,00;538,00;SALON-5D_AP1
18/10/2016 20:15;48 043,00;c8:38:70:7d:b4:17;android-154b456d87fa53a2;Unknown;Android;612,00;5 734,00;SALON-1D_AP4
18/10/2016 10:07;6 071,00;98:fe:94:d2:86:4a;Unknown;Apple;iOS;726,00;693,00;SALON-6C_AP1
18/10/2016 16:37;12 027,00;4c:66:41:03:94:32;Unknown;Unknown;Android;7 910,00;2 638,00;LOGES-3CD_AP3
18/10/2016 15:23;7 741,00;40:b8:37:d2:aa:0b;android-a3e6d76c4c409ab3;Sony Mobile Communications AB;Android;220,00;254,00;SALON-1D_AP1
18/10/2016 21:30;20 208,00;ec:1f:72:33:ac:de;android-7c5735e1bd4a984a;Samsung;Android;24 723,00;28 891,00;COULOIR-4CD_AP2
18/10/2016 20:51;149 078,00;40:33:1a:ce:f2:33;iPhone;Apple;iOS;1 526,00;1 511,00;SALON-1D_AP4
18/10/2016 18:36;128 040,00;a0:99:9b:60:b8:ac;Ricos-iPhone;Apple;iOS;25 185,00;68 855,00;SALON-1D_AP1
18/10/2016 16:06;723 554,00;7c:0b:c6:1e:95:ab;Unknown;Samsung;Android;15 464,00;32 167,00;LOGES-5CD_AP3
18/10/2016 17:20;24 531,00;4c:66:41:03:94:32;Unknown;Unknown;Android;10 053,00;42 155,00;LOGES-3CD_AP3
18/10/2016 19:49;78 557,00;24:f0:94:36:23:bd;Unknown;Unknown;iOS;237 753,00;2 769 406,00;LOGES-2D_AP
18/10/2016 15:14;613 760,00;b0:47:bf:20:c5:ba;Unknown;Samsung;Android;31 476,00;31 231,00;LOGES-4CD_AP4
18/10/2016 16:44;18 058,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;340,00;346,00;LOGES 2C_AP
18/10/2016 21:51;5 490,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;1 367,00;1 541,00;LOGES-5CD_AP2
18/10/2016 20:04;165 322,00;bc:6c:21:87:3b:4d;iPhonedEVASILIU;Apple;iOS;2 421 563,00;389 990,00;LOGES-5CD_AP1
18/10/2016 19:57;3 037,00;ec:9b:f3:5e:8e:01;android-467387397353244;Samsung;Android;3 326,00;1 176,00;LOGES-3CD_AP4
18/10/2016 15:59;39 868,00;b4:8b:19:0e:e0:74;iPhonedeJulien;Unknown;iOS;5 324,00;7 254,00;MEDIAS-CONF_AP1
18/10/2016 16:47;5 003,00;d0:53:49:b9:18:32;POPB-283;Liteon Technology Co., Ltd.;Windows 7/Vista;605,00;495,00;LOGES-5CD_AP3
18/10/2016 21:44;35 558,00;04:d3:cf:e9:bd:b5;Unknown;Unknown;iOS;36 786,00;216 400,00;LOGES 2C_AP
18/10/2016 14:37;123 106,00;3c:bb:fd:14:02:19;android-f2fa183af42d6c76;Samsung;Android;452,00;2 303,00;SALON-4D_AP1
18/10/2016 19:03;16 256,00;60:a3:7d:c6:73:51;iPhone;Unknown;iOS;396,00;512,00;SALON-4D_AP1
18/10/2016 18:45;577 740,00;60:a3:7d:c7:7a:48;iPhonedcendlak2;Unknown;iOS;823 265,00;10 566 222,00;LOGES-4CD_AP3
18/10/2016 17:54;10 020,00;4c:34:88:f9:6a:9b;W-DBESSON;Intel;Windows 7/Vista;,00;1 089,00;PORTE-35_AP1
18/10/2016 17:11;15 197,00;24:f0:94:36:23:bd;Unknown;Unknown;iOS;7 414,00;16 522,00;COULOIR-4CD_AP1
18/10/2016 18:34;7 575,00;6c:8d:c1:bd:29:f2;iPhonedFabrice2;Unknown;iOS;220,00;254,00;SALON-4D_AP1
18/10/2016 16:17;5 108,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 937,00;2 275,00;LOGES-5CD_AP3
18/10/2016 17:32;2 995 326,00;e0:b5:2d:7a:14:c8;iPhonedeFlorent;Apple;iOS;267 658 246,00;1 401 912 821,00;LOGES-4CD_AP3
18/10/2016 19:50;107 749,00;c0:63:94:3c:e8:3a;iPhonedemelodie;Apple;iOS;220,00;254,00;SALON-1D_AP2
